Date,Order Number,Currency,Sub-total,Shipping,Tax,Total,Earning,Status,Coupon Code,Products
01-Nov-2023,121460,USD,204.97,0,6.50,211.47,12.2982,approved,Treats20OFF,"xTool S1 Material Explore Kit (20 pcs), Laser Material Explore Kit (111pcs), 1/8"" Frosted Black Acrylic (3pcs), [Halloween Treats] Free Material Box"
01-Nov-2023,121448,USD,10,0,0.00,10,0.6,approved,,xTool Screen Printer $10 Pledge
01-Nov-2023,121421,USD,1999,0,124.94,2123.94,119.94,approved,200S1,"xTool S1 Enclosed Diode Laser Cutter - xTool S1 40W / xTool S1 40W / US Plug (110V), [Halloween Gift] Free Material Box for Machine"
30-Oct-2023,120680,USD,10,0,0.00,10,0.6,approved,,xTool Screen Printer $10 Pledge
28-Oct-2023,120037,USD,159.79,0,11.19,170.98,9.59,approved,,xTool M1 Riser Base with Honeycomb Panel - For US
27-Oct-2023,119925,USD,4007.99,0,327.64,4335.63,256.46,approved,,"xTool S1 Enclosed Diode Laser Cutter - xTool S1 40W / xTool S1 40W Rotary Kit / US Plug (110V), xTool S1 1064nm Infrared Laser Module, xTool Smoke Purifier - US Plug (110V), S1 Material Explore Kit (22 pcs)"
26-Oct-2023,119592,USD,1999,0,155.93,2154.93,119.94,approved,,"[Halloween Gift] Free Material Box for S1, xTool S1 Enclosed Diode Laser Cutter - xTool S1 20W / xTool S1 20W Rotary Kit / US Plug (110V)"
26-Oct-2023,119390,USD,2099,0,115.45,2214.45,125.94,approved,,"[Halloween Gift] Free Material Box for F1, xTool F1: Fastest Portable Laser Engraver with  IR + Diode Laser - US Plug (110V) / xTool F1 Deluxe Bundle"
25-Oct-2023,119295,USD,2699,0,222.67,2921.67,161.94,approved,200S1,"[Halloween Gift] Free Material Box for S1, xTool S1 Enclosed Diode Laser Cutter - xTool S1 40W / xTool S1 40W All-in-one Kit / US Plug (110V)"
25-Oct-2023,119244,USD,2299,0,183.92,2482.92,137.94,approved,200S1,"[Halloween Gift] Free Material Box for S1, xTool S1 Enclosed Diode Laser Cutter - xTool S1 40W / xTool S1 40W Rotary Kit / US Plug (110V), [LIVE Gift] xTool S1 Honeycomb Panel, [Tracking Number] Accessory - [Tracking Number] xTool RA2 Pro, [LIVE Gift] xTool S1 Smart Air Assist, [Tracking Number] S1 Accessory - [Tracking Number] S1 Riser Base"
25-Oct-2023,119238,USD,6024.99,0,343.74,6368.73,361.5,approved,xToolBrandon,"xToolCare for xTool P2 - for P2, xTool P2 55W Desktop CO2 Laser Cutter - US Plug (110V) / xTool P2+RA2 Pro+Automatic Conveyor Feeder(39"")+Riser Base+Smoke Purifier, [Halloween Gift] Free Material Box for P2"
25-Oct-2023,119164,USD,2119,0,127.14,2246.14,127.14,approved,SURVEY80,"xTool S1 Enclosed Diode Laser Cutter - xTool S1 40W / xTool S1 40W / US Plug (110V), [Halloween Gift] Free Material Box for S1, [LIVE Gift] xTool S1 Honeycomb Panel, [LIVE Gift] xTool S1 Smart Air Assist"
24-Oct-2023,119011,USD,1619,0,139.64,1758.64,97.14,approved,PRIMEDEAL,xTool S1 Enclosed Diode Laser Cutter - xTool S1 20W / xTool S1 20W / US Plug (110V)
22-Oct-2023,118520,USD,1699,0,140.18,1839.18,101.94,approved,,xTool S1 Enclosed Diode Laser Cutter - xTool S1 20W / xTool S1 20W / US Plug (110V)
21-Oct-2023,118086,USD,2619.99,0,157.20,2777.19,157.2,approved,CC10,xTool S1 Enclosed Diode Laser Cutter - xTool S1 40W / xTool S1 40W All-in-one Kit / US Plug (110V)
17-Oct-2023,117001,USD,269,0,23.94,292.94,16.14,approved,,xTool RA2 Pro for xTool P2 - For US
12-Oct-2023,116217,USD,5855,0,526.95,6381.95,351.3,approved,PRIMEDEAL100,"xTool P2 55W Desktop CO2 Laser Cutter - US Plug (110V) / xTool P2+RA2 Pro+Automatic Conveyor Feeder(39"")+Riser Base+Smoke Purifier"
11-Oct-2023,115928,USD,5398,0,377.86,5775.86,323.88,approved,PRIMEDEAL100,"xTool P2 55W Desktop CO2 Laser Cutter - US Plug (110V) / xTool P2+RA2 Pro+Automatic Conveyor Feeder(39"")+Riser Base"
10-Oct-2023,115726,USD,1319,0,171.47,1490.47,105.52,approved,SURVEY80,xTool D1 Pro 20W All-in-one Starter Kit - Grey / US Plug (110V)
09-Oct-2023,115607,USD,1319,0,171.47,1490.47,105.52,approved,"xToolPartner, xToolPartner","xTool D1 Pro Desktop Laser Engraver Cutting Machine - Red / US Plug (110V) / D1 Pro 20W All-in-one Kit (With 4 Accessories + xToolCare), [Tracking Number] D1 Pro Accessory - [Tracking Number] xTool Risers for xTool D1 Pro/D1 (4 packs) - Red, [Tracking Number] D1 Pro Accessory - [Tracking Number] xTool Honeycomb Working Panel Set for D1 Pro/D1, [Tracking Number] D1 Pro Accessory - [Tracking Number] xTool D1 Pro/D1 Air Assist Set - US Plug (110V), [Tracking Number] D1 Pro Accessory - [Tracking Number] Enclosure / US Plug (110V), Free xToolCare for D1 Pro - for D1 Pro 20W, [Tracking Number] Accessory - [Tracking Number] xTool RA2 Pro"
06-Oct-2023,115154,USD,6104.99,0,348.73,6453.72,366.3,approved,XTHBD150,"xToolCare for xTool P2 - for P2, xTool P2 55W Desktop CO2 Laser Cutter - US Plug (110V) / xTool P2+RA2 Pro+Automatic Conveyor Feeder(39"")+Riser Base+Smoke Purifier, 3rd Anniversary Free Material Gift"
06-Oct-2023,115094,USD,5805,0,290.25,6095.25,348.3,approved,XTHBD150,"xTool P2 55W Desktop CO2 Laser Cutter - US Plug (110V) / xTool P2+RA2 Pro+Automatic Conveyor Feeder(39"")+Riser Base+Smoke Purifier"
05-Oct-2023,114736,USD,1562.22,0,133.65,1695.87,120.03,approved,XTHBD100,"[US Only] xTool Fire Safety Set: Auto Fire Detection, Fire Extinguishing - Fire Safety Set / US Plug (110V), Metal Business Cards (20pcs), LightBurn Software - GCode License Key for xTool D1 Series, Black Metal Business Card (300Pcs) - Matte Black (300pcs), Black Metal Business Card (300Pcs) - Glossy Black (300pcs), 3rd Anniversary Free Material Gift, xTool D1 Pro Desktop Laser Engraver Cutting Machine - Red / US Plug (110V) / D1 Pro 20W All-in-one Kit (With 4 Accessories + xToolCare)"
03-Oct-2023,114386,USD,5348,0,283.44,5631.44,320.88,approved,XTHBD150,"3rd Anniversary Free Material Gift, xTool P2: 55W Desktop CO2 Laser Cutter - US Plug (110V) / xTool P2+RA2 Pro+Automatic Conveyor Feeder(39"")+Riser Base"
01-Oct-2023,113908,USD,1483.07,0,103.81,1586.88,116.82,approved,xToolBrandon,"3rd Anniversary Free Material Gift, xTool D1 Pro Desktop Laser Engraver Cutting Machine - Red / US Plug (110V) / D1 Pro 20W Basic Kit (With RA2 Pro + 8 Risers), xTool D1 Pro/D1 Air Assist Set - US Plug (110V), xTool Honeycomb Working Panel Set for D1 Pro/D1 - Honeycomb (19.68*19.68 inch) / For US & CA, Laser Material Explore Kit (111pcs)"
01-Oct-2023,113848,USD,1349,0,80.94,1429.94,107.92,approved,XTHBD50,"3rd Anniversary Free Material Gift, xTool D1 Pro Desktop Laser Engraver Cutting Machine - Grey / US Plug (110V) / D1 Pro 20W All-in-one Kit (With 4 Accessories + xToolCare)"
01-Oct-2023,113817,USD,63.99,0,0.00,63.99,3.84,approved,,xTool Selected 20% Material Discount Card
26-Sep-2023,112949,USD,4349,0,358.79,4707.79,260.94,approved,XTHBD150,"xTool P2 55W Desktop CO2 Laser Cutter - US Plug (110V) / xTool P2, 3rd Anniversary Free Material Gift"
25-Sep-2023,112726,USD,135.15,0,12.17,147.32,8.11,approved,,xTool M1 Air Assist Set - US Plug (110V)
25-Sep-2023,112671,USD,135.15,0,10.48,145.63,8.11,approved,,xTool M1 Air Assist Set - US Plug (110V)
24-Sep-2023,112477,USD,1969.13,0,137.84,2106.97,157.53,approved,XT100,"3rd Anniversary Free Material Gift, xTool D1 Pro Blue & Infrared Laser Bundle - Red / 20W / US Plug (110V), xTool RA2 Pro for D1 Pro/D1 + Risers (8 Packs) - Red, xTool D1 Pro/D1 Air Assist Set - US Plug (110V), xTool Honeycomb Working Panel Set for D1 Pro/D1 - Honeycomb (19.68*19.68 inch) / For US & CA"
19-Sep-2023,111516,USD,1399,0,132.91,1531.91,111.92,approved,,xTool D1 Pro: Desktop Laser Engraver Cutting Machine - Red / US Plug (110V) / D1 Pro 20W All-in-one Kit (With 4 Accessories + xToolCare)
16-Sep-2023,110964,USD,139,0,12.93,151.93,8.34,approved,P2PANEL,xTool P2 Honeycomb Panel
08-Sep-2023,109144,USD,1877.07,0,154.87,2031.94,150.17,approved,LABOR100,"Labor Days Free Material Box for 1064, xTool D1 Pro Blue & Infrared Laser Bundle - Grey / 20W / US Plug (110V), xTool RA2 Pro for D1 Pro/D1 + Risers (8 Packs) - Red, xTool Honeycomb Working Panel Set for D1 Pro/D1 - Honeycomb (19.68*19.68 inch), xTool Enclosure: foldable and smoke-proof cover for D1/D1 Pro and other laser engravers - Enclosure / US Plug (110V)"
07-Sep-2023,108888,USD,5875,0,455.32,6330.32,352.5,approved,KGM10,"Labor DaysFree Gift for P2, xTool P2 55W Desktop CO2 Laser Cutter - US Plug (110V) / xTool P2+RA2 Pro+Automatic Conveyor Feeder(39"")+Riser Base+Smoke Purifier"
05-Sep-2023,108335,USD,116.18,0,10.01,126.19,8.06,approved,AST-Yoq3Xm,"Laser Engraving Rubber Stamp Sheet (2pcs), xTool Honeycomb Material Pin, xTool Risers for xTool D1 Pro/D1 (4 packs) - Red, 1/8"" Opaque Glossy Acrylic Sheet3Pcs	 - White, 1/8"" Opaque Glossy Acrylic Sheet3Pcs	 - Black, 1/8"" Opaque Glossy Acrylic Sheet3Pcs	 - Red"
05-Sep-2023,108286,USD,4399,0,361.00,4760,263.94,approved,LABOR100,"xTool P2 55W Desktop CO2 Laser Cutter - US Plug (110V) / xTool P2, Labor DaysFree Gift for P2"
04-Sep-2023,108212,USD,797.67,0,47.86,845.53,63.17,approved,XT20,"Labor Days Free Material Box for D1, [Outlets] xTool D1 Pro 5W to 10W Desktop Laser Engraver Cutting Machine - Grey / US Plug (110V) / D1 Pro 10W Deluxe (RA2 Pro + 8 Risers + Air Assist), 1/8"" Plywood Sheets (18pcs) - Basswood"
04-Sep-2023,108183,USD,242.1,0,19.97,262.07,14.53,approved,XCCA10ZXaLXzahMB,xTool RA2 Pro for xTool P2 - For US
04-Sep-2023,108003,USD,5398,0,431.84,5829.84,323.88,approved,LABOR100,"xTool P2: 55W Desktop CO2 Laser Cutter - US Plug (110V) / xTool P2+RA2 Pro+Automatic Conveyor Feeder(39"")+Riser Base, Labor DaysFree Gift for P2"
27-Aug-2023,106527,USD,1329.29,0,159.52,1488.81,106.34,approved,xToolPartner,"xTool D1 Pro 10W Desktop Laser Engraver Cutting Machine - Grey / US Plug (110V) / D1 Pro 10W Deluxe (RA2 Pro + 8 Risers + Air Assist), xTool 1064nm Infrared Laser Module for D1 Pro - For D1 Pro (Metal Grey)"
25-Aug-2023,106265,USD,6996.99,0,401.82,7398.81,419.82,approved,,"xTool P2 + F1 Ultimate Productive Business Duo - US Plug (110V) / xTool P2+F1+RA2 Pro+Automatic Conveyor Feeder(39"")+Riser Base, xToolCare for xTool P2 - for P2"
25-Aug-2023,106091,USD,1319,0,85.74,1404.74,105.52,approved,"xToolBrandon, xToolBrandon","Auguest Sales Free Material Box for D1, xTool D1 Pro Desktop Laser Engraver Cutting Machine - Red / US Plug (110V) / D1 Pro 20W All-in-one Kit (With 4 Accessories + xToolCare)"
23-Aug-2023,105770,USD,839.19,0,72.17,911.36,55.16,approved,,"xTool Safety goggles, [Refurbished] xTool D Series Laser Engraver Cutting Machine - Refurbished D1 Pro / Refurbished D1 Pro 20W (Golden Red) / US Plug (110V), xTool D1 Pro/D1 Air Assist Set - US Plug (110V), xTool Honeycomb Working Panel Set for D1 Pro/D1 - Honeycomb (19.68*19.68 inch)"
23-Aug-2023,105712,USD,1718,0,161.07,1879.07,137.44,approved,"xToolBrandon, xToolBrandon","xTool F1: Fastest Portable Laser Engraver with  IR + Diode Laser - US Plug (110V) / xTool F1 + Slide Extension, For  xTool F1 Slide Extension checking number"
21-Aug-2023,105259,USD,5959.99,0,505.33,6465.32,357.6,approved,,"xTool P2: Versatile and Smart Desktop 55W CO2 Laser Cutter - US Plug (110V) / xTool P2+RA2 Pro+Automatic Conveyor Feeder(39"")+Riser Base+Smoke Purifier, xTool RA2 Pro Cable for xTool F1"
18-Aug-2023,104764,USD,1599,0,155.91,1754.91,127.92,approved,200F1,xTool F1: Fastest Portable Laser Engraver with  IR + Diode Laser - xTool F1 / US Plug (110V)
17-Aug-2023,104301,USD,28.88,15,4.39,48.27,2.31,approved,,xTool Risers for xTool D1 Pro/D1 (4 packs) - Metal Grey
15-Aug-2023,104045,USD,5955,0,407.30,6362.3,357.3,approved,"CUT100, CUT100","xTool P2 Versatile and Smart Desktop 55W CO2 Laser Cutter - US Plug (110V) / xTool P2+RA2 Pro+Automatic Conveyor Feeder(39"")+Riser Base+Smoke Purifier"
15-Aug-2023,104039,USD,4499,0,371.17,4870.17,269.94,approved,"CUT100, CUT100",xTool P2 Versatile and Smart Desktop 55W CO2 Laser Cutter - US Plug (110V) / xTool P2
15-Aug-2023,103890,USD,5955,0,498.73,6453.73,357.3,approved,"CUT100, CUT100","xTool P2 Versatile and Smart Desktop 55W CO2 Laser Cutter - US Plug (110V) / xTool P2+RA2 Pro+Automatic Conveyor Feeder(39"")+Riser Base+Smoke Purifier"
14-Aug-2023,103693,USD,1319.09,0,69.91,1389,79.15,approved,"XTOOLBRANDON, XTOOLBRANDON","Free Material pack for M1, xTool M1 Smart Laser Engraver and Vinyl Cutter - xTool M1 - 10W Ultra Deluxe (RA2 Pro + Air Assist + Riser Base) / US Plug (110V)"
13-Aug-2023,103532,USD,1268.93,0,106.27,1375.2,101.51,approved,"XTOOLBRANDON, XTOOLBRANDON","xTool D1 Pro/D1 Extension Kit - Golden Red / Extension Kit, Auguest Sales Free Material Box for D1, xTool D1 Pro Desktop Laser Engraver Cutting Machine - Golden Red / D1 Pro 20W Basic Kit (With RA2 Pro + 8 Risers) / US Plug (110V)"
12-Aug-2023,103248,USD,1319,0,92.33,1411.33,105.52,approved,"XTOOLBRANDON, XTOOLBRANDON","Auguest Sales Free Material Box for D1, xTool D1 Pro Desktop Laser Engraver Cutting Machine - Metal Grey / D1 Pro 20W All-in-one Kit (With 4 Accessories + xToolCare) / US Plug (110V)"
12-Aug-2023,103140,USD,599,0,45.21,644.21,35.94,approved,,"[Refurbished] xTool D Series Laser Engraver Cutting Machine - Refurbished D1 Pro / Refurbished D1 Pro 20W (Golden Red) / US Plug (110V), [Tracking Number] For 8 Risers"
09-Aug-2023,102692,USD,1276.59,0,121.27,1397.86,102.13,approved,"XTOOLBRANDON, XTOOLBRANDON","xTool D1 Pro Desktop Laser Engraver Cutting Machine - Golden Red / D1 Pro 20W Deluxe (With RA2 Pro + 8 Risers + Air Assist) / US Plug (110V), Auguest Sales Free Material Box for D1"
08-Aug-2023,102490,USD,599,0,41.93,640.93,35.94,approved,,[Refurbished] xTool D Series Laser Engraver Cutting Machine - Refurbished D1 Pro / Refurbished D1 Pro 20W / US Plug (110V)
07-Aug-2023,102126,USD,455.82,0,37.61,493.43,35.83,approved,"NEW_MATERIAL | INFRARED50 #933817, NEW_MATERIAL | INFRARED50 #933817","Cufflinks Gift Set (2pcs) - Stainless Steel, Auguest Sales Free Material Box for 1064, xTool 1064nm Infrared Laser Module for D1 Pro - For D1 Pro (Golden Red)"
05-Aug-2023,101812,USD,1364.15,0,68.21,1432.36,109.13,approved,"xToolBrandon, xToolBrandon",xTool D1 Pro Desktop Laser Engraver Cutting Machine - Metal Grey / D1 Pro 20W High Productivity Kit (With 5 Accessories + 1 Care + 5 Coupons) / US Plug (110V)
04-Aug-2023,101604,USD,1218.99,0,79.24,1298.23,97.52,approved,,"xTool 40W Laser Module for D1 Pro - Metal Grey, xTool Extension Honeycomb Panel - Extension Honeycomb"
02-Aug-2023,101261,USD,1064.09,0,94.03,1158.12,63.85,approved,"PRIMEDEAL, PRIMEDEAL","xTool M1 Air Assist Set - US Plug (110V), xTool M1 Riser Base with Honeycomb Panel - For US, Free Material pack for M1, xTool M1 Smart Laser Engraver and Vinyl Cutter - xTool M1 - 10W Basic / US Plug (110V)"
17-Jul-2023,99041,USD,5955,0,357.30,6312.3,357.3,approved,,"xTool P2 Versatile and Smart Desktop 55W CO2 Laser Cutter - US Plug (110V) / xTool P2+RA2 Pro+Automatic Conveyor Feeder(39"")+Riser Base+Smoke Purifier"
17-Jul-2023,99029,USD,709.79,0,56.78,766.57,42.59,approved,"XTDMF9, XTDMF9",xTool D1 Laser Engraver Cutting Machine (Refurbished) - Refurbished D1 10W Machine + 20W Laser Module + RA1 + 8 Risers
04-Jul-2023,97187,USD,6098,0,434.49,6532.49,365.88,approved,"CUT100, CUT100","xTool P2 Versatile and Smart Desktop 55W CO2 Laser Cutter - US Plug (110V) / xTool P2+RA2 Pro+Automatic Conveyor Feeder(39"")+Riser Base+Smoke Purifier"
03-Jul-2023,97087,USD,6098,0,609.80,6707.8,365.88,approved,CUT100,"xTool P2 Versatile and Smart Desktop 55W CO2 Laser Cutter - US Plug (110V) / xTool P2+RA2 Pro+Automatic Conveyor Feeder(39"")+Riser Base+Smoke Purifier"
27-Jun-2023,96203,USD,1907.36,180,326.66,2504.38,152.59,approved,CUT15,"xTool D1 Pro 40W + 10W Laser Cutting Bundle - Metal Grey / AU Plug (220V) / D1 Pro 10W Machine + 40W Laser Module, xTool Honeycomb Working Panel Set for D1 Pro/D1, xTool D1 Pro/D1 Air Assist Set - AU Plug (220V), xTool Enclosure: foldable and smoke-proof cover for D1/D1 Pro and other laser engravers - Enclosure / AU Plug (220V), Laser Lens for xTool D1 Pro - For D1 Pro 40W, xTool Safety goggles"
27-Jun-2023,96160,USD,4599,0,275.94,4874.94,275.94,approved,,xTool P2 Versatile and Smart Desktop 55W CO2 Laser Cutter - US Plug (110V) / xTool P2
22-Jun-2023,95474,USD,1205.28,0,84.37,1289.65,96.42,approved,,"xTool D1 Pro 10W Desktop Laser Engraver Cutting Machine - Golden Red / D1 Pro 10W + RA2 Pro + 8 Risers + Air Assist / US Plug (110V), xTool Enclosure: foldable and smoke-proof cover for D1/D1 Pro and other laser engravers - Enclosure / US Plug (110V), [Mid-Year Sale Exclusive] Free Cordless Small Vacuum (worth $50), xTool Honeycomb Working Panel Set for D1 Pro/D1"
13-Jun-2023,94153,USD,2417.23,0,182.02,2599.25,182.89,approved,"XT200, XT200","xTool M1 Air Assist Set - US Plug (110V), Multicolor Metal Business Cards - Blue (60pcs), Multicolor Metal Business Cards - Purple (60pcs), Multicolor Metal Business Cards - Deep Gold (60pcs), Multicolor Metal Business Cards - Black (60pcs), xTool F1: Fastest Portable Laser Engraver with  IR + Diode Laser - xTool F1 + RA2 Pro + Desktop Smoke Purifier / US Plug (110V), xTool F1 Slide Extension, xToolCare for F1 - for F1, [Father's Day Sale Exclusive] Free Material Box for F1"
13-Jun-2023,94062,USD,169,0,13.52,182.52,10.14,approved,,"[US Only] xTool Fire Safety Set: Auto Fire Detection, Fire Extinguishing - Fire Safety Set / US Plug (110V)"
12-Jun-2023,93902,USD,241.86,0,0.00,241.86,19.35,approved,,"xTool D1 Pro/D1 Air Assist Set - US Plug (110V), xTool Honeycomb Working Panel Set for D1 Pro/D1"
07-Jun-2023,93131,USD,4897,0,355.04,5252.04,293.82,approved,"THANK, THANK","[Father's Day Sale Exclusive] Free Material Box, Final Payment of xTool P2 CO2 Laser Cutter - US Plug (110V) / xTool P2+Automatic Conveyor Feeder(39"")+Riser Base"
07-Jun-2023,93070,USD,574.99,0,57.50,632.49,46,approved,"XTOOL20, XTOOL20","[Father's Day Sale Exclusive] Free Material Box for D1, xTool D1 Pro Desktop Laser Engraver Cutting Machine - Metal Grey / D1 Pro 10W / US Plug (110V)"
25-May-2023,91316,USD,439,0,18.26,457.26,26.34,approved,"SHANK10, SHANK10","xTool RA2 Pro for xTool P2, $200 Deposit of xTool P2"
24-May-2023,91096,USD,1521.33,0,44.39,1565.72,121.71,approved,"XT50, XT50","xTool Safety Goggles for Laser 190nm460nm & 800nm1100nm, xTool Honeycomb Working Panel Set for D1 Pro/D1, xTool Enclosure: foldable and smoke-proof cover for D1/D1 Pro and other laser engravers - Enclosure / US Plug (110V), xTool D1 Pro/D1 Air Assist Set - US Plug (110V), xTool D1 Pro Desktop Laser Engraver Cutting Machine - Golden Red / D1 Pro 20W / US Plug (110V)"
23-May-2023,90980,USD,329.99,0,23.10,353.09,19.8,approved,,xTool D1 Laser Engraver Cutting Machine (Refurbished) - 10W / Refurbished D1
19-May-2023,90541,USD,5598,0,433.85,6031.85,335.88,approved,,"xTool P2 Versatile and Smart Desktop 55W CO2 Laser Cutter - US Plug (110V) / xTool P2+RA2 Pro+Automatic Conveyor Feeder(39"")+Riser Base"
17-May-2023,90237,USD,159,0,12.72,171.72,9.54,approved,,xTool F1 Slide Extension
17-May-2023,90174,USD,1187.99,0,71.27,1259.26,95.04,approved,"XT50, XT50","xTool D1 Pro Desktop Laser Engraver Cutting Machine - Metal Grey / D1 Pro 10W + RA2 Pro + Risers (8 Packs) / US Plug (110V), xTool Honeycomb Working Panel Set for D1 Pro/D1, xTool D1 Pro/D1 Air Assist Set - US Plug (110V)"
13-May-2023,89460,USD,5297.99,0,0.00,5297.99,317.88,approved,,"Free Mother's Day | Gift Box for P2 *, xTool P2 Versatile and Smart Desktop 55W CO2 Laser Cutter - US Plug (110V) / xTool P2+Automatic Conveyor Feeder(39"")+Riser Base, xToolCare for xTool P2 - for P2"
12-May-2023,89393,USD,4962.04,0,297.72,5259.76,303,approved,,"xTool P2 Riser Base - Riser Base, xTool RA2 Pro for D1 Pro/D1 + Risers (8 Packs) - Metal Grey, Free Mother's Day | Gift Box for P2 *, xTool P2 Versatile and Smart Desktop 55W CO2 Laser Cutter - US Plug (110V) / xTool P2"
10-May-2023,89156,USD,5367.98,0,563.64,5931.62,322.08,approved,,"Basswood Plywood Sheets - 1/8"" / 30pcs / 12"" x 12"", Walnut Plywood Sheets - 1/8"" / 30pcs / 12"" x 12"", Free Mother's Day | Gift Box for P2 *, xTool P2 Versatile and Smart Desktop 55W CO2 Laser Cutter - US Plug (110V) / xTool P2+RA2 Pro+Automatic Conveyor Feeder(39"")+Riser Base"
05-May-2023,88511,USD,141.94,0,8.52,150.46,10.96,approved,,"Black Laser Engraving Marking Paper (2pcs), Laser Lens for xTool D1 Pro - For D1 Pro 20W or 10W, Laser Lens for xTool D1 Pro - For D1 Pro 40W, xTool D1 Pro Parts Kit - For xTool D1 Pro 20W, xTool Honeycomb Material Pin, xTool Safety goggles"
28-Apr-2023,87718,USD,4211.6,0,346.42,4558.02,252.7,approved,,"Free Material Box, xTool P2 Versatile and Smart Desktop 55W CO2 Laser Cutter - US Plug (110V) / xTool P2, Tip"
27-Apr-2023,87391,USD,4211.6,0,293.93,4505.53,252.7,approved,,"Free Material Box, xTool P2 Versatile and Smart Desktop 55W CO2 Laser Cutter - US Plug (110V) / xTool P2, Tip"
26-Apr-2023,87237,USD,942.06,0,56.52,998.58,75.36,approved,"xtUGpWEfPI, xtUGpWEfPI","Free xTool D1 Pro 5W/10W Parts Kit - For xTool D1 Pro 5W/10W, xTool D1 Pro Desktop Laser Engraver Cutting Machine - Metal Grey / D1 Pro 10W + RA2 Pro + Risers (8 Packs) + Air Assist / US Plug (110V), For xTool D1 Pro/D1 Air Assist Set Tracking number"
21-Apr-2023,86702,USD,1459.99,0,146.00,1605.99,116.8,approved,,xTool D1 Pro Desktop Laser Engraver Cutting Machine - Metal Grey / D1 Pro 20W + RA2 Pro + Risers (8 Packs) / US Plug (110V)
15-Apr-2023,85534,USD,1628.98,0,97.74,1726.72,130.32,approved,"D1PRO100OFF, D1PRO100OFF","xTool D1 Pro 40W + 10W Laser Cutting Bundle - Metal Grey / US Plug (110V) / D1 Pro 10W Machine + 40W Laser Module, [Tracking Number] D1 Pro 40W Laser Module"
14-Apr-2023,85372,USD,1992.07,0,139.44,2131.51,159.37,approved,"SPR100OFF, SPR100OFF",xTool D1 Pro 40W + 10W Laser Cutting Bundle - Golden Red / US Plug (110V) / D1 Pro 10W Machine + RA2 Pro + Risers (8 Packs) + Air Assist + 40W Laser Module
13-Apr-2023,85334,USD,399.99,0,26.50,426.49,24,approved,"SPR20OFF, SPR20OFF",xTool D1 Laser Engraver Cutting Machine (Refurbished) - 10W / Refurbished D1
10-Apr-2023,84755,USD,1041.99,0,70.33,1112.32,83.36,approved,"Easter50OFF, Easter50OFF",xTool D1 Pro 20W Desktop Laser Engraver Cutting Machine - Metal Grey / D1 Pro 20W / US Plug (110V)
08-Apr-2023,84416,USD,2356.83,0,153.19,2510.02,183.29,approved,"Easter100OFF, Easter100OFF","xTool D1 Pro 10W + 40W Laser Cutting Bundle - Golden Red / US Plug (110V) / D1 Pro 10W Machine + 40W Laser Module, xTool Honeycomb Working Panel Set for D1 Pro/D1, xTool D1 Pro/D1 Extension Kit - Metal Grey / Extension Kit, xTool Enclosure: foldable and smoke-proof cover for D1/D1 Pro and other laser engravers - Enclosure / US Plug (110V), [US Only] xTool Fire Safety Set: Auto Fire Detection, Fire Extinguishing - Fire Safety Set / US Plug (110V), Material Package - Laser Material Explore Kit (111pcs)"
07-Apr-2023,84272,USD,573.3,0,74.53,647.83,45.86,approved,"XCCA10qlaEyHnMhr, XCCA10qlaEyHnMhr",20W Diode Laser Module for xTool D1 Pro - Metal Grey
29-Mar-2023,82043,USD,79.99,15,6.41,101.4,4.8,approved,,M1/D1 Series Acrylic Bundle (14pcs)
26-Mar-2023,81760,USD,2647.95,0,165.50,2813.45,206.86,approved,,"xTool D1 Pro 10W + 40W Laser Cutting Bundle - Golden Red / US Plug (110V) / D1 Pro 10W Machine + 40W Laser Module, xTool Honeycomb Working Panel Set for D1 Pro/D1, xTool D1 Pro/D1 Extension Kit - Metal Grey / Extension Kit, xTool Enclosure: foldable and smoke-proof cover for D1/D1 Pro and other laser engravers - Enclosure / US Plug (110V), xTool Fire Safety Set: Auto Fire Detection, Fire Extinguishing - Fire Safety Set / US Plug (110V), Material Package - xTool  Laser Material Box, [Tracking Number] D1 Pro 40W Laser Module"
21-Mar-2023,80919,USD,741.87,0,64.92,806.79,59.35,approved,"SPD30OFF, SPD30OFF","Free Material Mystery Box Gift, xTool Honeycomb Working Panel Set for D1 Pro/D1, xTool D1 Pro 10W Desktop Laser Engraver Cutting Machine - Metal Grey / D1 Pro 10W / US Plug (110V)"
20-Mar-2023,80773,USD,489.98,0,40.42,530.4,30.8,approved,,"Free Mystery Box Gift, xTool D1 Laser Engraver Cutting Machine (Refurbished) - 10W / Refurbished D1, xToolCare for D1 - for D1 5W"
17-Mar-2023,80260,USD,1548.95,0,156.44,1705.39,123.92,approved,"SPD50OFF, SPD50OFF","xTool Honeycomb Working Panel Set for D1 Pro/D1, Free Mystery Box, xTool D1 Pro 20W Desktop Laser Engraver Cutting Machine - Metal Grey / D1 Pro 20W + RA2 Pro + Risers (8 Packs) + Air Assist / US Plug (110V)"
11-Mar-2023,79158,USD,1474.44,0,88.46,1562.9,88.47,approved,"SPD50OFF, SPD50OFF","xTool M1 Air Assist Set - US Plug (110V), xTool M1 Riser Base with Honeycomb Panel - For US, Free Material Mystery Box for Machine, xTool M1 Desktop Laser and Blade Cutting Machine - xTool M1 - 10W Deluxe (RA2 Pro) / US Plug (110V)"
