Date,Order Number,Currency,Sub-total,Shipping,Tax,Total,Earning,Status,Coupon Code,Products
25-Oct-2024,219178,USD,498,0,42.96,540.96,29.88,approved,,[Final Payment] xTool SafetyPro Series - xTool SafetyPro" AP2
25-Oct-2024,219151,USD,2499.99,0,203.62,2703.61,149.9994,approved,M1UABD100,"xTool M1 Ultra: The World's First 4-in-1 Craft Machine - 20W / 20W SafetyPro Bundle, < M1 Ultra 20W Limited Gift: FREE Fire Safety Set, 20% off Material Card, Exclusive Material kit... (100% off), Free Gift-xTool Selected 20% Material Discount Card, [Tracking Number] M1 Ultra Accesories - [Tracking Number]xTool M1 Ultra Ink Module"
24-Oct-2024,218700,USD,3699,0,258.93,3957.93,221.94,approved,,xTool F1 Ultra 20W Fiber & Diode Dual Laser Engraver - xTool F1 Ultra Standalone
23-Oct-2024,218645,USD,129,0,7.74,136.74,10.32,approved,,xTool D1 Pro/D1 Extension Kit - Grey / Extension Kit
23-Oct-2024,218597,USD,89,0,5.34,94.34,7.12,approved,,xTool Air Assist for D1/D1 Pro/M1 - for D1/D1 Pro/S1
23-Oct-2024,218593,USD,60,0,0.00,60,3.6,approved,,LightBurn Software - GCode License Key
21-Oct-2024,217656,USD,627,0,56.51,683.51,37.62,approved,,"[Final Payment] xTool SafetyPro Series - xTool SafetyPro" AP2 + IF2, [Tracking Number] Accessory - [Tracking Number] SafetyPro IF2"
21-Oct-2024,217470,USD,667,0,41.69,708.69,40.02,approved,,"xTool Fire Safety Set: Auto Fire Detection, Fire Extinguishing - Fire Safety Set - S1/F1 Ultra/M1 Ultra / US Plug (110V), [Final Payment] xTool SafetyPro Series - xTool SafetyPro" AP2"
21-Oct-2024,217308,USD,627,0,50.00,677,37.62,approved,,[Final Payment] xTool SafetyPro Series - xTool SafetyPro" AP2 + IF2
20-Oct-2024,216765,USD,2998.99,0,187.44,3186.43,179.9394,approved,NEW100OFF,xTool S1 Enclosed Diode Laser Cutter - 40W / Black / 40W All-in-One Color Bundle
18-Oct-2024,216311,USD,5398,0,550.60,5948.6,323.88,approved,NEW100OFF,"xTool P2S & P2 55W Desktop CO2 Laser Cutter - P2S / Grey / Machine+RA2 Pro+Automatic Conveyor Feeder(39"")+Riser Base"
17-Oct-2024,216050,USD,1119.99,0,55.17,1175.16,67.1994,approved,xToolBrandon,xTool S1 Enclosed Diode Laser Cutter - 10W / Black / 10W Rotary Bundle
16-Oct-2024,215607,USD,1,0,0.00,1,0.06,approved,,SafetyPro Series Privilege Voucher
15-Oct-2024,215462,USD,1,0,0.00,1,0.06,approved,,SafetyPro Series Privilege Voucher
15-Oct-2024,215431,USD,499,0,44.29,543.29,39.92,approved,,xTool Smoke Purifier
14-Oct-2024,215015,USD,4537,0,300.58,4837.58,282.027,approved,xToolBrandon,"xTool Smoke Purifier, xTool F1 Ultra 20W Fiber & Diode Dual Laser Engraver - xTool F1 Ultra Standalone, xTool RA2 Pro - RA2 Pro"
12-Oct-2024,214624,USD,1,0,0.00,1,0.06,approved,,SafetyPro Series Privilege Voucher
11-Oct-2024,214144,USD,299,0,0.00,299,17.94,approved,,[Refurbished] xTool D1 Pro Laser Engraver Cutting Machine - Refurbished D1 Pro 5W + Enclosure
11-Oct-2024,214087,USD,1,0,0.00,1,0.06,approved,,SafetyPro Series Privilege Voucher
11-Oct-2024,214023,USD,5870.04,0,506.74,6376.78,352.2024,approved,tea-be06c2a29,"xToolCare for xTool P2S - P2S, xTool P2S & P2 55W Desktop CO2 Laser Cutter - P2S / Grey / Machine+RA2 Pro+Automatic Conveyor Feeder(39"")+Riser Base+Smoke Purifier"
10-Oct-2024,213690,USD,4317,0,361.53,4678.53,268.7742,approved,NEW100OFF,"xTool RA2 Pro - RA2 Pro, xTool F1 Ultra 20W Fiber & Diode Dual Laser Engraver - xTool F1 Ultra Standalone, xTool Smoke Purifier"
10-Oct-2024,213618,USD,79.99,0,6.60,86.59,4.7994,approved,,xTool M Series Premium Material Box (245pcs)
09-Oct-2024,213391,USD,29.99,10,2.80,42.79,1.7994,approved,MTRSURVEY,xTool Smoke Purifier Pre filter(5PCS)
08-Oct-2024,213080,USD,2199.99,0,137.50,2337.49,131.9994,approved,NEW100,"< Newbie Exclusive: FREE Material Pack with Machine Order, xTool S1 Enclosed Diode Laser Cutter - xTool S1 40W / Black / xTool S1 40W Deluxe Bundle"
07-Oct-2024,212889,USD,6599,0,445.44,7044.44,395.94,approved,NEW100OFF,"xTool P2S 55W Desktop CO2 Laser Cutter - White / Machine+F1 Ultimate Productive Business Duo, < Newbie Exclusive: FREE Material Pack with Machine Order"
07-Oct-2024,212825,USD,5189.95,0,376.26,5566.21,311.397,approved,NEW100OFF,"Blank Commemorative Coins (5pcs), Aluminum Business Cards (60pcs) - Blue (60pcs), < Newbie Exclusive: FREE Material Pack with Machine Order, xToolCare for xTool F1 Ultra - for F1 Ultra, xTool F1 Ultra 20W Fiber & Diode Dual Laser Engraver - xTool F1 Ultra Deluxe Bundle"
07-Oct-2024,212815,USD,4038,0,323.04,4361.04,242.28,approved,NEW80,"xTool F1 Ultra 20W Fiber & Diode Dual Laser Engraver - xTool F1 Ultra Standalone, xTool RA2 Pro - RA2 Pro, Free Gift-xTool Selected 20% Material Discount Card"
04-Oct-2024,212228,USD,4049,0,342.14,4391.14,242.94,approved,TULMP2250,xTool P2S & P2 55W Desktop CO2 Laser Cutter - P2S / White / Machine
04-Oct-2024,212166,USD,1019.99,0,84.15,1104.14,61.1994,approved,xToolBrandon,"< M1 Ultra 10W Exclusive Gift: 20% off Material Card, Starter Material kit, Limited DIY kit..... (100% off), xTool M1 Ultra: The World's First 4-in-1 Craft Machine - 10W / xTool 10W basic bundle"
04-Oct-2024,212152,USD,8246.98,0,557.49,8804.47,494.8188,approved,XT4HBD500,"xToolCare for xTool P2S - P2S, xTool P+F Series Ultimate Duo - P2S / Grey / xTool P2 +F1 Ultra, xTool P2 Riser Base - Riser Base / Grey"
04-Oct-2024,212059,USD,5499.07,0,453.74,5952.81,330.1272,approved,XT4HBD500,"xToolCare for xTool F1 Ultra - for F1 Ultra, xTool Safety goggles, Stainless Steel Tumbler with Removable Handle (40oz) - Black To Iridescent, Stainless Steel Tumbler with Removable Handle (40oz) - White to Gold, Aluminum Business Cards (300pcs) - Matte Black, Black to Silver Laserable PU Rectangular Patch (10pcs), Ballpoint Pens with Stylus (12pcs) - Black, Mixed Color Anodized Aluminum Bone Dog Tag (20pcs), Stainless Steel Vertical Bar Necklace (6pcs) - Mixed Colors, Laserable PU Mouse Pad with Wrist Support - Dark Brown to Gold, Black Laser Marking Spray (8.5oz), Laserable PU Rectangular Patch (10pcs) - Brown to Gold, Rectangular Laserable PU Patch Jig File, Stainless Steel Tumbler with Removable Handle (40oz) - Black to Gold, Stainless Steel Tumbler with Removable Handle (40oz) - Black to Silver, Stainless Steel Tumbler with Removable Handle (40oz) - Army Green to Gold, Stainless Steel Tumbler with Removable Handle (40oz) - White to Iridescent, Stainless Steel Tumbler with Removable Handle (40oz) - Pink to Gold, Stainless Steel Tumbler with Removable Handle (40oz) - Light Blue Grey to Silver, Stainless Steel Tumbler with Removable Handle (40oz) - Purple to Iridescent, Stainless Steel Tumbler with Removable Handle (40oz) - Light Blue Grey to Iridescent, Stainless Steel Tumbler with Removable Handle (40oz) - Navy to Silver, Stainless Steel Tumbler with Removable Handle (40oz) - Cream White to Gold, Stainless Steel Tumbler with Removable Handle (40oz) - Navy To Iridescent, Stainless Steel Tumbler with Removable Handle (40oz) - Pink To Iridescent, Stainless Steel Tumbler with Removable Handle (40oz) - Yellow to Gold, Stainless Steel Tumbler with Removable Handle (40oz) - Purple to Silver, Army Green to Silver Stainless Steel Tumbler with Removable Handle (40oz), Black to Iridescent Slim Can Cooler (12oz), Light Blue Grey to Gold Stainless Steel Tumbler with Removable Handle (40oz), White to Silver Stainless Steel Tumbler with Removable Handle (40oz), Rotating Display Stand - White, Brown to Gold Round Laserable PU Iron-on Patch (10pcs), Black to Silver Laserable PU Mouse Pad with Wrist Support, Brown Tweed Nylon Dog Collar - L (16.1""-24.8""), Brown Tweed Nylon Dog Collar - M (12.6""-18.9""), Brown Tweed Nylon Dog Collar - S (11""-15.7""), White Floating Frame with Stand (10pcs) - 3.5"" x 3.5"", Aluminum Business Cards Jig File, Round Laserable PU Patch Jig File, xTool F1 Ultra 20W Fiber & Diode Dual Laser Engraver - xTool F1 Ultra Deluxe Bundle, Stainless Steel Tumbler kit with Handle (20oz) - Highlands Olive, 20oz Stainless Steel Coffee Tumbler for Laser Engraving - Brick Red, Sandstone Pink Stainless Steel Tumbler kit with Handle (20oz), Chartreuse Stainless Steel Tumbler with Handle (24oz), Navy to Gold Slim Can Cooler (12oz), Wooden Kitchen Utensils (10pcs), Creamy-White Tweed Nylon Dog Collar - L (16.1""-24.8""), Creamy-White Tweed Nylon Dog Collar - M (12.6""-18.9""), Creamy-White Tweed Nylon Dog Collar - S (11""-15.7""), Stainless Steel Book Locket Necklace (3pcs), Stainless Steel Pull-Out Envelope Necklace (3pcs), xTool Accessory Kit for RA2 Pro, Stainless Steel Tumbler kit with Handle (20oz) - Navy, Stainless Steel Tumbler with Removable Handle (40oz) - Purple to Gold, Stainless Steel Tumbler with Removable Handle (40oz) - Cream White to Silver, < Newbie Exclusive: FREE Material Pack with Machine Order"
04-Oct-2024,211925,USD,1649.99,0,136.12,1786.11,98.9994,approved,M1UABD100,"< M1 Ultra 10W Exclusive Gift: 20% off Material Card, Starter Material kit, Limited DIY kit..... (100% off), xTool M1 Ultra: The World's First 4-in-1 Craft Machine - 10W / xTool 10W deluxe bundle"
03-Oct-2024,211880,USD,2944.99,0,206.15,3151.14,176.6994,approved,edu-941d250a3,"xTool S1 Blue + 1064nm IR Laser Kit: Enclosed Diode Laser Engraver & Cutter - Pure White / xTool S1 40W + IR All-in-one Purifier Bundle, < Newbie Exclusive: FREE Material Pack with Machine Order"
03-Oct-2024,211754,USD,1609.97,0,126.91,1736.88,96.5982,approved,,"xToolCare for xTool S1 - for xTool S1 20W, xTool S1 Laser Material Kit (34pcs), xTool S1 Enclosed Diode Laser Cutter - xTool S1 20W / Pure White / xTool S1 20W Basic Bundle"
30-Sep-2024,210724,USD,5298,0,291.39,5589.39,317.88,approved,XT4HBD200,"xTool P2S & P2 55W Desktop CO2 Laser Cutter - P2S / White / Machine+RA2 Pro+Automatic Conveyor Feeder(39"")+Riser Base"
30-Sep-2024,210573,USD,258.9,0,15.55,274.45,15.534,approved,XT4TH2,"Screen Printing Frame 11.5"" x 16"", White Screen Printing Ink (16oz), Black Screen Printing Ink (16oz), Screen Printing Frame 9"" x 12"", 100 Mesh Coated Screen (4pcs) 9"" x 12"""
29-Sep-2024,210296,USD,345.6,0,20.74,366.34,20.736,approved,RESC20OFF,"xTool Screen Printer: 1st Screen Printing Solution with Laser - Multi-Color Kit - Standard / I had one! Don't need a laser machine, Free Gift-xTool Selected 20% Material Discount Card"
28-Sep-2024,209868,USD,1579.98,0,143.50,1723.48,94.7988,approved,,"xToolCare for xTool S1 - for xTool S1 20W, xTool S1 Enclosed Diode Laser Cutter - xTool S1 20W / Black / xTool S1 20W Basic Bundle, Free FREE Safety Care Offer: xTool S1 Fire Safety Set - US Plug (110V)"
27-Sep-2024,209559,USD,890.1,0,53.40,943.5,71.208,approved,XCCA10rlNRR9Hgxf,xTool 40W Laser Module for D1 Pro - Red
24-Sep-2024,208787,USD,686.96,0,70.40,757.36,45.377,approved,XT4TH1,"xTool Professional Laser Safety Goggles for 180nm-540nm Wavelength Laser Protection, xTool Air Assist for D1/D1 Pro/S1, [Refurbished] xTool D1 Pro Laser Engraver Cutting Machine - Refurbished D1 Pro 10W + Enclosure, xTool Honeycomb Working Panel Set for D1 Pro/D1 - Honeycomb (19.68*19.68 inch), Ultimate Laser Material Kit (159pcs)"
23-Sep-2024,208299,USD,2279.98,0,182.40,2462.38,136.7988,approved,xToolBrandon,"xTool S1 Automatic Conveyor Feeder - Basic39""	, xTool S1 Blue + 1064nm IR Laser Kit: Enclosed Diode Laser Engraver & Cutter - Black / xTool S1 20W + IR Rotary Bundle"
22-Sep-2024,208107,USD,5899,0,457.18,6356.18,353.94,approved,XT4HBD500,"[Final Payment] xTool P2S 55W Desktop CO2 Laser Cutter - Grey / xTool P2S + F1, < P2S&P2 Limited Free Gift: Fire Safety Set, 20% Off Material Card, Material Kit... (100% off)"
22-Sep-2024,208023,USD,5979,0,612.85,6591.85,358.74,approved,,"< P2S&P2 Limited Free Gift: Fire Safety Set, 20% Off Material Card, Material Kit... (100% off), xTool P2S & P2 55W Desktop CO2 Laser Cutter - P2S / Grey / xTool P2+RA2 Pro+Automatic Conveyor Feeder(39"")+Riser Base+Smoke Purifier"
20-Sep-2024,207537,USD,2249.99,0,188.93,2438.92,134.9994,approved,,xTool S1 Enclosed Diode Laser Cutter - xTool S1 40W / Pure White / xTool S1 40W Deluxe Bundle
19-Sep-2024,207170,USD,3974.99,0,248.44,4223.43,248.0012,approved,XT4HBD200,"xTool Smoke Purifier, xTool F1 Ultra 20W Fiber & Diode Dual Laser Engraver - xTool F1 Ultra Standalone, Aluminum Business Cards (300pcs) - Glossy Black"
19-Sep-2024,206976,USD,398.99,0,23.94,422.93,25.5392,approved,XTSPIN-1836791162281918464,"xTool D1 Pro/D1 Air Assist Set, [Refurbished] xTool D1 Pro Laser Engraver Cutting Machine - Refurbished D1 Pro 10W + Enclosure"
18-Sep-2024,206577,USD,510.99,0,35.77,546.76,40.6394,approved,,"xTool M1 Ultra Cutting Mat (FabricGrip) (3 PCS), xTool Smoke Purifier"
15-Sep-2024,205479,USD,4425.94,0,413.82,4839.76,265.5564,approved,tea-0e6d5f869,"xTool RA2 Pro - RA2 Pro Deluxe, xTool F1 Pedal Or Button Switch - xTool Pedal Switch, xTool F1 Ultra 20W Fiber & Diode Dual Laser Engraver - xTool F1 Ultra + Conveyor"
12-Sep-2024,204893,USD,30,0,0.00,30,1.8,approved,,P2S Privilege Voucher
08-Sep-2024,203830,USD,44.98,10,3.85,58.83,2.6988,approved,XCCA10rlNRR9Hgxf,"xTool M1 Ultra Fine-point Blade, xTool M1 Ultra Cutting Blade, xTool M1 Ultra Repalcement Blade for Cutting Blade (3 PCS)"
04-Sep-2024,202686,USD,1698.99,0,118.93,1817.92,101.9394,approved,LABORDAY100,"xTool S1 Enclosed Diode Laser Cutter - xTool S1 10W / Black / xTool S1 10W Rotary Bundle, xTool S1 1064nm Infrared Laser Module"
02-Sep-2024,202213,USD,2599.99,0,247.00,2846.99,155.9994,approved,LABORDAY100,"< M1 Ultra 20W Limited Gift: FREE Fire Safety Set, 20% off Material Card, Exclusive Material kit... (100% off), xTool M1 Ultra: The World's First 4-in-1 Craft Machine - 20W / xTool 20W all in one bundle"
31-Aug-2024,201621,USD,4478.99,0,279.94,4758.93,268.7394,approved,NEW100OFF,"xToolCare for xTool F1 Ultra - for F1 Ultra, xTool F1 Ultra 20W Fiber & Diode Dual Laser Engraver - xTool F1 Ultra + Conveyor"
30-Aug-2024,201493,USD,5178.99,0,375.48,5554.47,310.7394,approved,TULMF1ULTRA200,"xToolCare for xTool F1 Ultra - for F1 Ultra, xTool F1 Ultra 20W Fiber & Diode Dual Laser Engraver - xTool F1 Ultra Deluxe Bundle"
30-Aug-2024,201319,USD,72.97,0,5.84,78.81,4.3782,approved,,"15-Pack 7oz Frosted Black Candle Jars with Making Kits, 1/8"" Walnut Plywood Sheets (6pcs), xTool DIY Clock Kit (materials package)"
28-Aug-2024,200894,USD,86.4,0,7.77,94.17,5.184,approved,MTRNR,"xTool Gobo Projector Kit (materials package), Laser Engraving Photo Paper - Rectangle / 10 pcs, Laser Engraving Rubber Stamp Set, Wax Seal Stamp Head Set"
27-Aug-2024,200709,USD,38,10,3.84,51.84,2.28,approved,,xTool 45° Blade of M1 (5 packs)
26-Aug-2024,200398,USD,69,0,6.08,75.08,4.14,approved,,Laser Mirrors Pack (3pcs) for xTool P2
22-Aug-2024,199437,USD,8347.98,0,0.00,8347.98,500.8788,approved,NEW80,"< P2 Limited Free Gift: Fire Safety Set, 20% Off Material Card, Material Kit... (100% off), xTool P+F Series Ultimate Productive Business Duo - White / xTool P2 +F1 Ultra, xToolCare for xTool P2 - for P2, xToolCare for xTool F1 Ultra - for F1 Ultra"
21-Aug-2024,199073,USD,24,0,1.44,25.44,1.44,approved,MTRNR,"Stainless Steel Tumbler with Removable Handle (40oz) - Black to Gold, Cream White to Gold Stainless Steel Tumbler with Removable Handle (40oz)"
20-Aug-2024,198960,USD,23.12,10,1.22,34.34,1.3872,approved,AFFMTRS15,"1/8"" Glow in the Dark Acrylic Sample Set (5pcs), 1/8"" Frosted Acrylic Sample Set (5pcs), 1/8"" See-through Mirror Acrylic Sheet Plexiglass (3pcs)"
20-Aug-2024,198954,USD,44.89,10,3.85,58.74,2.6934,approved,,"xTool F1 Pedal Or Button Switch - xTool Pedal Switch, xTool RA2 Pro Cable for xTool S1 & F1"
19-Aug-2024,198663,USD,5049,0,302.94,5351.94,302.94,approved,,xTool F1 Ultra 20W Fiber & Diode Dual Laser Engraver - xTool F1 Ultra Deluxe Bundle
19-Aug-2024,198574,USD,3649,0,314.72,3963.72,218.94,approved,TULMF1ULTRA200,"xTool F1 Ultra 20W Fiber & Diode Dual Laser Engraver - xTool F1 Ultra Standalone, < Newbie Exclusive: FREE Material Pack with Machine Order"
18-Aug-2024,198327,USD,2149.99,0,177.37,2327.36,128.9994,approved,TULMS40200,xTool S1-Enclosed Diode Laser Cutter - xTool S1 40W / Pure White / xTool S1 40W Deluxe Bundle
14-Aug-2024,197462,USD,1899.99,0,156.75,2056.74,113.9994,approved,100OFFS1,xTool S1 Enclosed Diode Laser Cutter - xTool S1 20W / Pure White / xTool S1 20W Deluxe Bundle
12-Aug-2024,196969,USD,399,0,32.93,431.93,23.94,approved,,Desktop Air Purifier
12-Aug-2024,196961,USD,1199,0,98.93,1297.93,95.92,approved,TULMF1200,xTool F1: Fast Portable Laser Engraver with IR + Diode Laser - xTool F1
11-Aug-2024,196710,USD,2299.99,0,161.00,2460.99,137.9994,approved,,xTool M1 Ultra: The World's First 4-in-1 Craft Machine - 20W / xTool 20W deluxe bundle
08-Aug-2024,196138,USD,1769.99,0,110.62,1880.61,106.1994,approved,NEW80,xTool S1 Enclosed Diode Laser Cutter - xTool S1 40W / Black / xTool S1 40W Basic Bundle
